2016-07-07 11:28:41     0.7   12.9  STATUS STARTED RnBeads Pipeline
2016-07-07 12:50:30     4.0   21.0  STATUS             Performed normalization with method "wm.dasen"
2016-07-07 12:51:17     4.0   21.0  STATUS             Added comparison between non-normalized and normalized beta values
2016-07-07 12:51:48     4.9   21.0  STATUS             Added histogram of observed beta shifts (magnitude of correction)
2016-07-07 12:51:49     4.9   21.0  STATUS             Added 2D histogram of observed beta values and shifts
2016-07-07 12:52:13     4.9   21.0  STATUS             Added normalization section
2016-07-07 12:52:13     4.9   21.0  STATUS         COMPLETED Normalization Procedure
2016-07-07 12:52:23     3.7   18.3  STATUS         STARTED Filtering Procedures II
2016-07-07 12:52:24     3.7   18.3  STATUS             STARTED Probe Context Removal
2016-07-07 12:52:24     3.7   18.3  STATUS                 Removed 3123 probe(s) having not acceptable context
2016-07-07 12:52:25     3.7   18.3  STATUS                 Saved removed sites to /projects/factorization/raw_data/results_with_adjustment/preprocessing_data/removed_sites_context.csv
2016-07-07 12:52:25     3.7   18.3  STATUS                 Added a corresponding section to the report
2016-07-07 12:52:25     3.7   18.3  STATUS             COMPLETED Probe Context Removal
2016-07-07 12:52:25     3.7   18.3  STATUS             STARTED Removal of Sites on Sex Chromosomes
2016-07-07 12:52:25     3.7   18.3  STATUS                 Removed 11079 site(s) on sex chromosomes
2016-07-07 12:52:25     3.7   18.3  STATUS                 Saved removed sites to /projects/factorization/raw_data/results_with_adjustment/preprocessing_data/removed_sites_sex.csv
2016-07-07 12:52:25     3.7   18.3  STATUS                 Added a corresponding section to the report
2016-07-07 12:52:25     3.7   18.3  STATUS             COMPLETED Removal of Sites on Sex Chromosomes
2016-07-07 12:52:25     3.7   18.3  STATUS             Retained 92 samples and 459772 sites
2016-07-07 12:52:25     3.7   18.3  STATUS         COMPLETED Filtering Procedures II
2016-07-07 12:52:34     3.7   18.3  STATUS         STARTED Summary of Filtering Procedures II
2016-07-07 12:52:34     3.7   18.3  STATUS             Creating summary table of removed sites, samples and unreliable measurements...
2016-07-07 12:52:52     3.7   18.3  STATUS             Saving table and figures...
2016-07-07 12:52:52     3.7   18.3  STATUS             Added summary table of removed and retained items
2016-07-07 12:52:53     3.7   18.3    INFO             Subsampling 473974 sites for plotting density distributions
2016-07-07 12:53:01     3.7   18.3  STATUS             Constructed sequences of removed and retained methylation values
2016-07-07 12:53:19     3.7   18.3  STATUS             Added comparison between removed and retained beta values
2016-07-07 12:53:19     3.7   18.3  STATUS         COMPLETED Summary of Filtering Procedures II
2016-07-07 12:53:19     3.7   18.3  STATUS         STARTED Manipulating the object
2016-07-07 13:08:35     3.7   20.9  STATUS             Removed 14202 sites (probes)
2016-07-07 13:08:35     3.7   20.9  STATUS         COMPLETED Manipulating the object
2016-07-07 13:08:42     3.6   18.2  STATUS     COMPLETED Preprocessing
2016-07-07 13:10:46     3.6   15.5    INFO     Initialized report index and saved to index.html
2016-07-07 13:10:52     3.6   15.5  STATUS     STARTED Tracks and Tables
2016-07-07 13:10:52     3.6   15.5    INFO         Number of cores: 1
2016-07-07 13:10:52     3.6   15.5  STATUS         STARTED Generating Tracks and Tables
2016-07-07 13:10:52     3.6   15.5  STATUS             STARTED Exporting sites
2016-07-07 13:10:52     3.6   15.5  STATUS                 STARTED Creating Track Hub -- bigBed
2016-07-07 13:10:52     3.6   15.5  STATUS                     STARTED Conversion to BED
2016-07-07 13:10:52     3.6   15.5  STATUS                         Converting to GRangesList
2016-07-07 13:11:44     3.6   15.5  STATUS                         Exporting sample 1
2016-07-07 13:11:49     3.6   15.5  STATUS                         Exporting sample 2
2016-07-07 13:11:54     3.6   15.5  STATUS                         Exporting sample 3
2016-07-07 13:11:59     3.6   15.5  STATUS                         Exporting sample 4
2016-07-07 13:12:04     3.6   15.5  STATUS                         Exporting sample 5
2016-07-07 13:12:09     3.6   15.5  STATUS                         Exporting sample 6
2016-07-07 13:12:15     3.6   15.5  STATUS                         Exporting sample 7
2016-07-07 13:12:20     3.6   15.5  STATUS                         Exporting sample 8
2016-07-07 13:12:24     3.6   15.5  STATUS                         Exporting sample 9
2016-07-07 13:12:29     3.6   15.5  STATUS                         Exporting sample 10
2016-07-07 13:12:34     3.6   15.5  STATUS                         Exporting sample 11
2016-07-07 13:12:39     3.6   15.5  STATUS                         Exporting sample 12
2016-07-07 13:12:44     3.6   15.5  STATUS                         Exporting sample 13
2016-07-07 13:12:49     3.6   15.5  STATUS                         Exporting sample 14
2016-07-07 13:12:54     3.6   15.5  STATUS                         Exporting sample 15
2016-07-07 13:12:59     3.6   15.5  STATUS                         Exporting sample 16
2016-07-07 13:13:03     3.6   15.5  STATUS                         Exporting sample 17
2016-07-07 13:13:08     3.6   15.5  STATUS                         Exporting sample 18
2016-07-07 13:13:13     3.6   15.5  STATUS                         Exporting sample 19
2016-07-07 13:13:18     3.6   15.5  STATUS                         Exporting sample 20
2016-07-07 13:13:23     3.6   15.5  STATUS                         Exporting sample 21
2016-07-07 13:13:28     3.6   15.5  STATUS                         Exporting sample 22
2016-07-07 13:13:33     3.6   15.5  STATUS                         Exporting sample 23
2016-07-07 13:13:38     3.6   15.5  STATUS                         Exporting sample 24
2016-07-07 13:13:42     3.6   15.5  STATUS                         Exporting sample 25
2016-07-07 13:13:47     3.6   15.5  STATUS                         Exporting sample 26
2016-07-07 13:13:52     3.6   15.5  STATUS                         Exporting sample 27
2016-07-07 13:13:57     3.6   15.5  STATUS                         Exporting sample 28
2016-07-07 13:14:02     3.6   15.5  STATUS                         Exporting sample 29
2016-07-07 13:14:06     3.6   15.5  STATUS                         Exporting sample 30
2016-07-07 13:14:11     3.6   15.5  STATUS                         Exporting sample 31
2016-07-07 13:14:16     3.6   15.5  STATUS                         Exporting sample 32
2016-07-07 13:14:21     3.6   15.5  STATUS                         Exporting sample 33
2016-07-07 13:14:26     3.6   15.5  STATUS                         Exporting sample 34
2016-07-07 13:14:30     3.6   15.5  STATUS                         Exporting sample 35
2016-07-07 13:14:35     3.6   15.5  STATUS                         Exporting sample 36
2016-07-07 13:14:40     3.6   15.5  STATUS                         Exporting sample 37
2016-07-07 13:14:45     3.6   15.5  STATUS                         Exporting sample 38
2016-07-07 13:14:50     3.6   15.5  STATUS                         Exporting sample 39
2016-07-07 13:14:54     3.6   15.5  STATUS                         Exporting sample 40
2016-07-07 13:14:59     3.6   15.5  STATUS                         Exporting sample 41
2016-07-07 13:15:04     3.6   15.5  STATUS                         Exporting sample 42
2016-07-07 13:15:09     3.6   15.5  STATUS                         Exporting sample 43
2016-07-07 13:15:14     3.6   15.5  STATUS                         Exporting sample 44
2016-07-07 13:15:19     3.6   15.5  STATUS                         Exporting sample 45
2016-07-07 13:15:24     3.6   15.5  STATUS                         Exporting sample 46
2016-07-07 13:15:29     3.6   15.5  STATUS                         Exporting sample 47
2016-07-07 13:15:33     3.6   15.5  STATUS                         Exporting sample 48
2016-07-07 13:15:38     3.6   15.5  STATUS                         Exporting sample 49
2016-07-07 13:15:43     3.6   15.5  STATUS                         Exporting sample 50
2016-07-07 13:15:48     3.6   15.5  STATUS                         Exporting sample 51
2016-07-07 13:15:52     3.6   15.5  STATUS                         Exporting sample 52
2016-07-07 13:15:57     3.6   15.5  STATUS                         Exporting sample 53
2016-07-07 13:16:02     3.6   15.5  STATUS                         Exporting sample 54
2016-07-07 13:16:07     3.6   15.5  STATUS                         Exporting sample 55
2016-07-07 13:16:11     3.6   15.5  STATUS                         Exporting sample 56
2016-07-07 13:16:16     3.6   15.5  STATUS                         Exporting sample 57
2016-07-07 13:16:21     3.6   15.5  STATUS                         Exporting sample 58
2016-07-07 13:16:26     3.6   15.5  STATUS                         Exporting sample 59
2016-07-07 13:16:31     3.6   15.5  STATUS                         Exporting sample 60
2016-07-07 13:16:36     3.6   15.5  STATUS                         Exporting sample 61
2016-07-07 13:16:40     3.6   15.5  STATUS                         Exporting sample 62
2016-07-07 13:16:45     3.6   15.5  STATUS                         Exporting sample 63
2016-07-07 13:16:50     3.6   15.5  STATUS                         Exporting sample 64
2016-07-07 13:16:55     3.6   15.5  STATUS                         Exporting sample 65
2016-07-07 13:17:00     3.6   15.5  STATUS                         Exporting sample 66
2016-07-07 13:17:04     3.6   15.5  STATUS                         Exporting sample 67
2016-07-07 13:17:09     3.6   15.5  STATUS                         Exporting sample 68
2016-07-07 13:17:14     3.6   15.5  STATUS                         Exporting sample 69
2016-07-07 13:17:19     3.6   15.5  STATUS                         Exporting sample 70
2016-07-07 13:17:24     3.6   15.5  STATUS                         Exporting sample 71
2016-07-07 13:17:28     3.6   15.5  STATUS                         Exporting sample 72
2016-07-07 13:17:33     3.6   15.5  STATUS                         Exporting sample 73
2016-07-07 13:17:38     3.6   15.5  STATUS                         Exporting sample 74
2016-07-07 13:17:43     3.6   15.5  STATUS                         Exporting sample 75
2016-07-07 13:17:48     3.6   15.5  STATUS                         Exporting sample 76
2016-07-07 13:17:53     3.6   15.5  STATUS                         Exporting sample 77
2016-07-07 13:17:58     3.6   15.5  STATUS                         Exporting sample 78
2016-07-07 13:18:02     3.6   15.5  STATUS                         Exporting sample 79
2016-07-07 13:18:07     3.6   15.5  STATUS                         Exporting sample 80
2016-07-07 13:18:12     3.6   15.5  STATUS                         Exporting sample 81
2016-07-07 13:18:17     3.6   15.5  STATUS                         Exporting sample 82
2016-07-07 13:18:22     3.6   15.5  STATUS                         Exporting sample 83
2016-07-07 13:18:27     3.6   15.5  STATUS                         Exporting sample 84
2016-07-07 13:18:32     3.6   15.5  STATUS                         Exporting sample 85
2016-07-07 13:18:37     3.6   15.5  STATUS                         Exporting sample 86
2016-07-07 13:18:42     3.6   15.5  STATUS                         Exporting sample 87
2016-07-07 13:18:47     3.6   15.5  STATUS                         Exporting sample 88
2016-07-07 13:18:53     3.6   15.5  STATUS                         Exporting sample 89
2016-07-07 13:18:58     3.6   15.5  STATUS                         Exporting sample 90
2016-07-07 13:19:04     3.6   15.5  STATUS                         Exporting sample 91
2016-07-07 13:19:09     3.6   15.5  STATUS                         Exporting sample 92
2016-07-07 13:19:14     3.6   15.5  STATUS                     COMPLETED Conversion to BED
2016-07-07 13:19:15     3.6   15.5  STATUS                     STARTED Creating Track Hub
2016-07-07 13:23:59     3.6   15.5  STATUS                     COMPLETED Creating Track Hub
2016-07-07 13:23:59     3.6   15.5  STATUS                 COMPLETED Creating Track Hub -- bigBed
2016-07-07 13:23:59     3.6   15.5  STATUS                 STARTED Creating UCSC Track Hub -- bigWig
2016-07-07 13:23:59     3.6   15.5  STATUS                     STARTED Conversion to bedGraph
2016-07-07 13:25:51     3.6   15.5  STATUS                     COMPLETED Conversion to bedGraph
2016-07-07 13:25:51     3.6   15.5  STATUS                     STARTED Creating Track Hub
2016-07-07 13:27:30     3.6   15.5  STATUS                     COMPLETED Creating Track Hub
2016-07-07 13:27:30     3.6   15.5  STATUS                 COMPLETED Creating UCSC Track Hub -- bigWig
2016-07-07 13:27:30     3.6   15.5  STATUS             COMPLETED Exporting sites
2016-07-07 13:27:30     3.6   15.5  STATUS         COMPLETED Generating Tracks and Tables
2016-07-07 13:27:30     3.6   15.5  STATUS         STARTED Writing export report
2016-07-07 13:29:39     3.6   15.5  STATUS         COMPLETED Writing export report
2016-07-07 13:29:39     3.6   15.5  STATUS     COMPLETED Tracks and Tables
